,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
95,83,33,29,77,3,76,99,76,71,4,99,37,77,33,99,98,13,21,33,95,59,78,35,88,98,20,47,88,69,65,95,37,41,26,25,57,78,84,14,85,32,33,81,27,23,99,90,18,10,79,5,87,39,9,99,96,22,27,27,5,60,10,24,21,98,96,64,97,97,36,29,70,9,99,30,69,92,56,16,88,25,77,17,21,91,98,61,96,41,91,58,48,39,93,78,96,78,98,93,98,45,99,66,93,96,11,70,96,24,4,27,19,99,35,47,93,28,24,99,36,97,99,96,96,16,70,95,51,89,72,83,76,94,92,35,30,93,42,24,16,74,70,54,97,46,97,66,73,36,33,62,22,53,24,80,11,75,24,57,64,22,75,89,21,43,50,60,96,93,35,9,83,34,81,3,8,98,96,96,97,25,32,22,25,39,23,98,5,20,26,89,94,20,11,43,62,99,63,62,63,90,99,48,91,72,72,99,90,47,66,94,31,62,99,18,34,34,19,65,33,85,97,62,94,42,76,58,29,27,69,22,97,47,87,94,61,98,16,16,27,99,96,92,70,33,69,39,87,38,99,98,27,93,10,98,30,99,9,27,96,35,96,91,60,82,24,49,42,99,46,89,68,91,65,70,92,25,33,85,23,85,83,4,75,23,17,62,17,93,68,78,81,82,59,98,94,54,30,87,6,62,73,92,76,26,4,72,72,84,24,18,19,96,98,90,97,94,89,80,58,27,83,29,37,80,95,36,78,64,92,73,6,56,36,20,27,93,70,54,31,58,70,35,53,65,5,97,78,92,20,39,59,28,22,7,99,8,97,68,50,24,98,96,28,24,44,53,93,96,94,94,89,95,83,66,23,20,98,86,25,92,99,61,98,96,23,57,52,88,26,87,32,98,15,35,97,10,30,64,87,29,62,65,68,64,80,68,16,26,68,30,32,91,63,93,94,94,99,23,96,93,27,35,57,62,10,12,91,24,50,59,52,39,10,96,97,54,79,94,59,34,33,68,80,56,99,62,44,80,54,28,12,41,58,90,35,50,54,68,87,99,86,57
96,21,20,18,77,3,20,98,68,71,6,97,32,80,34,98,12,17,19,39,21,59,78,35,88,95,21,51,98,99,67,62,34,50,30,55,20,87,85,14,84,30,33,88,31,53,99,90,98,8,17,5,50,9,9,99,84,59,41,27,43,60,10,24,21,99,99,63,99,97,36,29,16,9,99,51,18,90,55,11,93,29,75,14,21,93,99,61,31,60,26,84,93,38,95,99,96,79,98,26,82,51,99,80,97,23,11,69,98,26,4,28,21,96,36,17,93,29,22,98,36,97,99,97,97,16,70,98,43,91,84,86,84,95,98,29,30,94,42,4,20,49,65,45,94,36,78,68,33,38,34,60,23,56,26,86,10,42,68,52,23,22,79,98,20,93,26,93,89,95,15,14,26,29,98,96,8,66,97,98,57,26,31,55,21,42,23,89,50,27,26,90,97,46,23,43,51,99,58,37,90,90,99,42,94,72,99,61,39,49,56,96,99,66,94,18,30,34,19,99,36,73,98,3,96,42,62,61,30,16,85,22,99,49,88,95,61,21,16,16,16,99,25,82,72,35,62,40,44,49,36,99,27,96,13,98,81,99,9,27,97,47,42,86,62,23,24,59,30,99,46,89,58,26,65,70,96,25,33,84,23,94,30,4,77,96,22,61,17,95,62,67,93,83,36,98,94,30,30,84,89,20,95,66,20,24,4,72,76,13,20,28,85,98,99,13,99,95,89,78,58,76,80,87,19,57,89,38,86,62,94,98,99,56,32,20,27,21,71,31,30,57,82,7,62,65,5,87,79,92,15,68,14,28,22,7,99,8,99,68,50,27,95,98,26,24,87,53,83,93,94,94,93,61,98,66,32,69,99,85,25,98,93,61,94,32,62,41,50,49,26,84,33,88,15,97,99,10,30,57,78,29,62,28,60,61,80,67,16,11,70,17,36,93,68,94,60,92,99,25,18,93,30,35,60,65,12,44,91,25,75,57,95,39,12,91,99,54,73,66,51,24,13,71,80,20,96,62,52,26,21,28,10,45,60,89,37,50,36,62,88,99,28,57
97,19,74,95,96,3,22,93,78,24,6,98,33,81,30,99,98,19,19,33,97,65,98,40,86,96,20,54,89,70,70,55,34,50,40,73,13,88,97,97,86,54,51,88,31,54,99,56,22,10,65,5,85,9,45,98,98,59,26,25,97,60,75,24,97,98,98,64,60,99,36,96,16,9,98,65,72,92,63,7,94,25,78,88,21,94,94,61,60,13,25,56,54,38,97,58,96,80,99,74,75,43,96,80,99,26,11,32,97,26,4,39,21,94,36,97,93,29,78,99,40,99,82,88,97,16,71,90,41,95,99,95,75,96,94,27,32,66,42,4,22,18,74,45,97,15,99,68,33,38,57,60,23,30,18,86,9,12,68,57,64,23,75,95,13,96,26,93,98,92,18,14,85,16,81,79,7,68,97,99,54,26,32,39,23,36,21,93,50,14,71,32,97,48,23,43,50,99,56,39,74,88,99,41,98,72,74,99,40,22,63,97,99,60,96,20,28,40,71,64,33,53,67,71,97,40,62,85,28,13,85,24,99,50,71,95,78,28,16,14,28,99,30,20,70,35,69,89,14,16,47,62,26,97,7,86,33,50,9,27,98,62,98,93,66,82,24,55,19,97,50,89,28,26,65,72,98,33,18,86,24,99,84,82,80,96,20,90,17,31,68,79,47,84,37,98,95,30,30,89,90,49,97,66,27,28,4,76,80,84,90,19,88,98,99,88,76,88,89,80,20,72,76,22,19,16,91,34,74,47,94,94,26,56,37,20,32,94,92,51,26,62,93,7,62,65,5,95,80,94,24,53,22,13,22,7,99,8,92,69,78,29,95,99,28,23,27,54,93,96,84,97,93,97,82,66,28,19,99,87,38,99,96,92,75,78,62,66,51,89,15,92,38,95,15,98,98,7,31,64,25,91,61,66,89,62,41,67,16,28,79,17,38,88,64,95,78,93,99,23,18,94,31,66,42,68,10,60,96,25,14,57,97,33,64,91,99,67,73,98,57,42,13,72,80,16,96,62,45,15,21,30,35,46,68,88,54,55,98,11,77,99,66,57
98,12,74,30,17,36,66,94,65,22,6,99,33,81,32,99,99,63,23,48,97,91,98,36,84,97,92,54,90,71,91,97,43,50,40,58,66,89,94,95,85,56,48,79,27,53,99,37,82,10,64,5,90,38,57,99,76,22,43,17,53,60,75,14,43,68,98,46,64,99,40,98,16,5,99,57,69,92,63,13,95,28,79,84,21,95,92,62,64,18,25,59,93,26,98,58,96,80,99,94,30,47,79,84,99,87,11,32,98,30,3,46,28,21,23,94,90,30,21,89,36,99,82,84,98,16,71,74,54,93,99,86,76,94,96,96,98,68,40,4,76,18,74,55,92,38,46,71,32,36,35,27,20,36,16,86,11,15,68,53,63,25,75,99,22,93,27,99,99,97,8,51,87,29,88,85,7,68,96,98,45,27,31,22,23,8,18,78,16,14,27,93,96,47,23,43,60,78,58,39,98,82,99,51,92,74,11,62,40,56,98,98,98,65,97,19,30,42,73,64,38,92,98,58,94,43,78,61,28,10,85,24,99,87,89,68,73,98,15,19,18,99,98,13,70,39,69,89,15,16,61,62,22,97,94,86,33,88,9,28,99,39,99,16,62,23,25,61,19,97,46,89,30,76,65,73,96,33,35,84,35,91,84,8,43,98,16,89,17,99,71,79,15,88,37,98,94,44,30,73,90,62,99,78,92,28,6,74,78,82,19,92,43,55,11,64,70,88,91,80,20,76,82,20,85,68,91,38,72,48,96,6,99,56,31,45,32,95,71,33,31,73,94,12,53,60,5,87,80,96,26,74,98,17,16,88,99,18,93,27,60,30,95,14,27,24,80,62,94,94,84,96,95,57,83,35,28,15,53,12,38,99,99,71,79,98,26,21,52,89,15,94,35,95,18,99,94,7,31,61,28,31,60,70,64,95,41,68,16,26,79,17,39,89,68,95,95,93,99,25,18,97,29,35,41,90,12,49,96,26,36,61,97,39,41,91,99,90,73,99,53,29,13,70,80,16,96,64,71,74,55,32,56,65,68,89,56,56,93,15,97,99,66,76
99,19,74,17,79,3,72,52,78,22,6,99,33,79,67,85,99,17,23,33,21,62,82,38,84,98,79,49,89,73,70,54,33,50,42,89,60,64,96,92,84,26,33,59,22,54,99,36,51,10,40,5,63,72,59,99,76,32,43,19,5,61,75,14,49,69,98,47,65,93,38,72,16,9,99,47,69,98,66,21,95,25,81,85,21,95,92,63,49,19,25,56,51,40,99,48,63,80,98,74,31,43,79,5,99,99,3,69,99,27,9,46,45,94,25,19,90,33,27,93,36,99,82,86,98,18,80,74,57,91,94,97,76,95,96,33,94,68,40,4,22,47,70,51,99,14,47,71,70,36,59,27,14,34,31,88,11,98,26,49,63,24,76,98,23,98,23,99,99,97,17,9,87,29,88,97,7,64,82,98,95,27,31,16,27,34,25,3,48,14,28,98,97,37,23,44,54,78,60,63,88,68,99,74,92,74,74,61,44,61,98,98,94,65,97,25,34,38,56,70,38,41,98,58,94,42,38,60,46,11,61,24,99,45,96,70,62,99,9,14,87,99,18,80,69,37,5,53,90,53,31,49,27,93,16,94,34,88,9,27,99,39,99,16,58,78,26,61,18,97,59,91,76,78,70,99,97,27,18,47,35,63,67,8,39,98,20,31,17,99,82,79,36,94,36,98,98,40,30,75,90,52,99,79,94,28,8,74,78,13,97,92,97,98,32,89,75,91,97,80,20,98,78,37,72,18,85,38,55,50,91,92,26,56,86,24,32,95,99,52,83,76,82,30,56,20,5,99,78,94,45,64,99,14,17,12,99,19,94,26,61,29,96,99,30,24,80,47,96,95,57,96,95,57,83,29,92,22,53,89,29,99,96,98,80,99,23,66,23,91,8,94,35,93,22,97,99,7,31,7,25,33,95,90,62,94,99,67,44,31,78,15,39,97,68,97,61,95,98,17,14,97,31,35,28,68,20,44,97,26,48,62,99,33,41,99,99,98,90,94,95,42,95,68,25,17,96,56,74,91,60,35,10,34,67,88,82,56,99,21,94,99,66,78
100,20,8,17,81,3,26,60,78,39,6,99,38,79,22,99,78,17,23,68,23,66,84,38,83,99,83,55,90,62,57,97,33,41,26,61,61,90,96,94,85,26,35,55,27,61,25,89,91,8,92,16,65,40,67,99,76,22,43,25,3,61,75,34,53,69,67,67,65,93,36,72,11,28,99,33,38,96,61,14,96,25,99,85,22,96,99,62,51,61,25,66,73,39,98,87,18,78,99,80,75,48,78,33,99,99,3,69,99,28,11,50,45,33,21,87,97,31,79,94,36,28,82,90,96,16,84,63,74,87,12,96,77,96,25,33,97,68,46,3,22,47,70,91,91,26,47,70,75,38,36,99,20,33,31,88,19,99,70,45,64,24,51,99,23,99,28,95,99,96,9,80,87,15,68,99,10,64,98,99,41,26,34,16,27,44,25,4,68,15,28,95,97,56,23,41,54,78,61,63,88,84,91,50,97,47,74,44,45,57,72,91,99,5,98,64,32,30,73,72,38,39,72,71,87,51,37,61,32,9,85,24,99,88,97,74,34,17,18,26,98,71,66,80,69,37,5,46,90,54,99,96,22,92,15,84,84,90,9,27,99,41,99,95,58,82,26,56,18,28,46,89,72,26,70,92,98,98,18,33,35,99,67,84,99,60,20,90,19,94,84,80,36,86,36,98,98,46,30,24,91,56,81,65,97,84,8,74,79,80,97,93,89,98,34,13,78,97,99,82,20,99,78,30,19,24,26,38,55,64,89,92,99,55,86,23,31,97,73,52,32,76,91,15,57,20,5,87,74,96,21,74,98,27,54,85,99,66,43,26,74,26,97,99,98,98,25,98,97,80,67,96,96,65,85,30,28,21,15,91,29,99,98,96,59,99,23,68,25,92,15,94,25,94,5,97,99,7,30,34,23,33,60,87,65,96,84,64,24,13,79,20,39,93,63,97,87,95,96,5,84,97,31,35,28,92,12,15,96,30,34,61,99,34,46,95,99,64,90,65,89,39,13,74,25,17,25,57,90,15,60,35,71,38,69,88,56,44,35,21,94,99,66,59
101,91,76,17,85,35,22,86,60,97,12,99,38,79,22,19,78,19,23,41,98,66,81,43,30,94,91,87,90,61,62,96,45,48,26,63,60,94,78,66,94,17,40,82,32,95,30,38,53,8,70,8,64,76,67,99,94,23,26,18,5,34,77,36,29,64,99,68,76,93,35,72,13,28,99,33,38,98,60,14,37,24,99,87,21,97,99,65,50,14,25,73,73,37,99,59,29,18,98,98,92,43,84,76,99,24,3,26,19,28,12,70,44,98,21,65,39,29,25,96,36,99,95,88,93,15,81,66,98,93,88,97,78,90,5,29,99,91,45,3,18,45,64,55,91,90,50,70,70,38,72,98,14,32,48,62,21,95,27,45,59,38,51,99,21,45,23,99,99,97,16,59,87,21,26,99,48,63,99,74,41,26,34,16,27,44,34,13,68,34,28,97,99,61,18,49,54,94,14,67,64,84,93,50,98,47,84,95,45,58,73,98,99,5,95,68,34,29,98,99,38,34,68,61,93,51,79,61,32,5,13,23,40,8,98,76,45,16,18,26,99,91,34,94,73,50,7,33,4,57,65,82,21,93,16,88,95,82,65,32,56,41,99,14,38,80,24,56,40,29,57,91,83,22,70,93,99,96,18,14,13,60,72,96,45,59,30,64,9,98,84,81,17,96,19,45,95,36,30,71,94,56,79,80,96,24,4,29,79,13,97,95,89,99,99,44,97,47,94,82,20,93,74,24,21,19,85,38,55,72,99,94,24,56,84,44,31,99,73,64,32,63,80,32,57,18,7,9,20,94,27,65,12,27,56,85,99,91,92,26,78,28,99,99,29,21,33,99,97,80,84,98,97,65,83,19,31,21,15,92,27,99,99,94,79,77,23,68,27,99,15,88,35,94,19,83,95,62,31,38,23,37,60,87,78,96,85,99,24,20,80,20,38,97,63,95,96,95,53,5,84,99,68,35,41,65,15,14,97,28,33,59,99,32,39,96,99,95,96,95,89,40,95,71,78,21,25,46,94,28,68,36,72,38,69,49,61,52,30,21,94,98,34,62
102,95,76,17,82,36,29,86,61,17,6,99,38,79,26,18,14,19,23,62,96,66,94,34,31,94,89,58,92,61,66,49,33,48,28,65,60,84,91,65,96,15,35,82,48,60,63,39,84,8,86,8,98,42,67,99,76,26,43,32,5,15,75,95,29,67,3,46,78,99,40,31,13,28,99,86,74,98,70,13,92,24,99,86,21,9,96,64,66,18,26,61,65,39,99,50,67,18,96,78,76,43,81,76,99,24,3,77,99,27,45,46,21,99,34,61,66,31,27,99,38,37,84,91,98,15,82,64,55,94,97,90,78,82,26,31,99,81,48,4,70,26,65,57,94,25,59,95,28,38,35,66,20,28,34,61,20,93,70,74,54,40,3,98,23,43,22,99,99,99,66,59,87,21,73,99,48,21,99,99,39,26,30,14,24,42,23,13,76,25,80,95,99,60,18,41,56,88,59,82,65,70,93,50,98,49,16,99,46,58,74,99,98,5,98,68,32,14,97,28,30,37,97,64,98,43,27,55,32,5,87,51,28,89,82,70,34,11,18,26,59,24,64,94,70,69,5,31,16,59,96,82,23,94,14,88,90,68,67,18,98,41,99,16,38,80,24,32,40,23,56,90,99,23,95,73,99,97,20,94,33,18,72,98,81,60,40,91,9,98,84,88,17,99,20,63,96,36,28,73,96,56,80,75,97,10,4,56,78,13,99,95,98,99,34,51,98,95,30,82,29,94,78,26,89,96,36,36,55,72,98,97,9,58,26,25,80,99,65,27,34,57,96,58,65,66,5,9,88,92,29,74,99,27,56,98,24,49,75,23,78,28,98,93,29,21,26,99,99,57,73,87,91,89,85,29,92,22,60,99,38,99,97,91,80,98,19,69,27,90,15,90,40,94,41,83,96,50,31,34,23,94,97,92,74,96,49,72,13,13,34,15,11,93,61,97,42,95,53,5,86,99,30,35,37,67,15,47,98,27,34,95,99,33,45,97,99,98,90,67,63,47,13,72,71,22,96,62,92,15,64,36,15,78,69,51,62,93,72,22,5,99,68,61
103,97,84,17,3,3,59,86,64,20,23,99,38,80,28,19,17,19,23,26,99,66,84,34,32,90,90,59,92,61,63,52,29,39,30,65,60,84,94,98,94,64,41,81,49,75,52,39,85,9,5,8,99,78,69,98,76,22,39,22,5,15,75,91,29,69,3,14,78,99,45,31,13,28,99,33,80,97,70,13,96,23,99,86,21,98,96,65,62,6,26,60,61,26,99,50,18,63,96,82,32,17,82,86,99,97,3,70,71,27,12,52,39,98,21,65,47,31,27,99,36,38,84,35,98,16,83,70,59,85,12,30,78,19,84,31,98,82,48,4,22,71,65,95,93,27,59,74,28,38,35,42,14,28,98,61,45,94,26,75,62,22,3,92,24,38,38,99,95,99,66,51,87,18,74,74,11,70,91,98,39,28,31,15,18,37,33,4,68,25,74,95,99,60,18,41,62,95,34,69,65,71,99,78,98,61,84,48,46,59,75,99,33,68,99,11,69,15,77,30,40,36,73,63,98,94,31,59,32,9,83,51,28,66,83,76,36,11,50,20,58,20,67,98,77,95,93,31,16,59,95,67,20,95,15,88,99,98,65,18,99,41,99,50,27,82,24,32,39,25,76,91,99,24,95,73,99,34,22,33,33,18,72,82,82,60,32,98,5,94,74,88,48,90,22,64,96,36,30,72,96,54,80,77,98,10,4,27,80,25,87,74,97,98,80,94,99,95,30,78,20,95,78,27,88,69,28,41,11,73,99,98,79,56,26,25,82,99,27,29,34,79,98,59,67,18,8,72,21,96,29,72,14,18,56,86,28,91,96,24,78,38,98,94,98,19,22,98,99,59,73,14,64,57,83,31,94,21,15,99,38,99,97,59,82,99,19,60,27,92,15,98,42,94,22,83,97,66,31,35,24,29,98,91,70,98,88,65,14,13,34,28,11,97,63,82,66,93,22,23,20,94,24,37,26,66,15,48,81,34,38,96,27,32,46,83,99,98,90,97,67,47,95,76,84,58,90,57,34,33,64,37,10,78,71,51,85,61,92,22,11,77,64,60
104,97,85,17,85,5,59,80,65,41,12,96,40,80,25,10,17,19,22,20,99,67,24,35,31,93,90,91,92,65,68,99,35,37,29,65,57,76,92,70,98,65,46,88,24,55,64,42,85,9,5,18,19,76,69,98,76,22,44,66,78,16,14,16,29,69,77,47,67,97,40,13,25,37,75,57,80,98,62,7,41,17,99,36,35,99,96,65,62,19,27,68,98,39,99,48,32,82,98,80,76,44,85,87,99,30,3,77,99,28,14,52,32,99,44,62,47,31,27,99,34,28,88,30,99,16,80,66,83,27,8,29,79,19,27,66,33,82,46,4,70,71,66,57,83,27,59,76,32,37,35,44,14,28,34,62,11,44,28,50,60,29,3,99,21,96,23,66,95,97,66,94,87,24,74,75,10,21,81,98,84,28,31,15,41,26,25,7,19,14,82,96,99,60,18,53,62,99,59,82,73,72,99,76,98,61,23,33,46,59,75,93,31,71,98,20,69,16,73,30,40,35,73,64,99,42,42,28,32,5,89,27,12,66,24,69,36,13,29,20,79,24,27,94,77,91,36,95,16,59,95,67,21,99,15,22,84,81,65,37,92,41,99,16,60,84,24,58,40,23,43,91,63,26,93,94,99,11,14,33,13,18,73,98,83,60,20,6,18,71,87,90,17,99,23,97,96,42,30,72,40,56,27,76,99,6,4,25,82,17,95,76,99,99,34,99,97,95,29,30,20,95,80,21,23,69,29,37,25,72,93,95,9,52,27,45,27,21,13,29,41,64,95,15,75,62,48,72,68,96,29,72,12,18,33,19,28,93,98,23,79,31,99,94,28,23,22,98,93,44,70,19,89,73,83,30,96,21,17,99,29,99,98,60,78,96,19,60,27,92,87,98,35,92,19,78,97,66,35,69,23,31,99,95,67,97,45,67,13,15,24,22,11,95,82,99,81,67,72,23,20,93,24,37,38,66,16,64,81,30,55,96,22,32,45,96,99,98,92,97,93,47,97,76,88,21,90,60,92,24,60,37,10,40,86,52,85,66,26,73,11,79,64,11
105,99,77,15,91,35,62,62,11,99,24,97,38,78,25,18,18,21,22,20,99,67,84,42,32,93,88,59,90,45,65,99,31,41,28,65,11,78,89,90,99,65,46,59,33,64,56,20,84,8,15,9,66,77,69,98,76,22,39,21,5,64,14,97,29,69,77,48,80,98,41,31,25,29,25,60,82,99,63,7,35,18,99,36,25,99,97,65,62,19,27,61,62,39,98,50,32,26,99,78,33,17,84,87,99,97,3,35,74,29,88,26,42,97,44,25,69,29,28,13,34,28,88,37,89,16,80,72,59,25,8,29,78,18,16,32,98,80,48,4,70,71,66,57,9,63,61,76,74,38,26,25,14,30,48,62,13,94,28,52,68,26,3,40,36,38,38,67,98,98,68,3,87,24,74,90,11,21,98,95,86,28,30,99,23,70,25,7,58,14,76,98,3,61,18,52,62,83,33,64,74,59,97,51,97,51,23,33,46,65,57,96,23,72,99,64,69,15,98,24,40,36,71,62,99,33,79,59,19,35,76,26,12,66,24,70,36,13,13,24,79,23,72,96,77,81,72,95,4,59,38,65,20,99,15,85,87,82,67,35,99,35,99,16,60,83,24,50,42,24,45,99,60,23,92,72,99,13,14,31,57,63,74,98,86,68,8,6,20,71,74,85,17,99,71,72,97,41,30,74,51,56,27,75,98,7,6,94,91,27,19,78,95,99,12,89,98,96,30,80,20,95,80,22,90,18,29,72,25,74,99,86,9,55,19,43,27,96,13,26,41,57,92,15,53,18,84,76,13,98,29,73,14,28,43,13,25,49,98,30,78,38,99,24,28,23,20,74,99,89,67,14,76,79,86,36,97,21,15,99,34,99,99,58,84,99,17,68,9,93,87,99,35,98,61,79,99,65,35,76,17,31,62,99,75,98,43,71,13,15,22,15,13,97,99,99,82,95,30,23,88,94,27,36,28,66,20,66,81,30,29,99,98,33,10,81,99,98,98,97,69,25,95,76,87,22,99,60,35,29,78,36,37,36,94,45,51,66,93,73,6,77,32,64
106,99,77,22,99,35,60,15,64,81,12,97,32,86,25,20,20,17,23,94,99,67,85,36,42,96,98,59,5,45,36,99,30,39,32,62,18,95,32,91,98,15,38,30,50,88,44,43,84,12,70,25,14,46,49,99,77,22,26,30,78,98,75,15,97,64,81,48,81,99,40,35,56,37,25,64,78,99,49,17,97,22,99,38,25,99,96,67,68,20,75,60,71,39,98,52,19,27,96,74,33,43,87,85,99,97,58,72,27,29,98,30,95,97,42,89,69,25,27,99,36,28,90,94,91,65,78,72,72,97,90,92,80,19,94,30,32,80,51,4,70,84,69,57,5,60,64,76,70,57,21,25,14,31,36,49,20,51,75,53,64,77,14,40,42,35,36,96,99,29,68,3,88,18,26,71,10,21,92,99,40,28,30,99,19,64,40,7,62,14,70,98,3,54,18,55,54,97,77,83,70,59,97,92,96,52,20,33,31,59,77,96,20,72,99,23,69,17,99,30,40,59,71,66,99,44,80,28,18,18,84,26,12,66,84,49,61,13,12,22,89,23,27,96,77,99,24,34,4,61,96,31,24,97,17,86,41,72,69,33,82,37,49,16,60,86,24,49,42,24,30,99,99,26,73,41,99,19,12,17,39,63,73,72,86,44,5,6,19,71,87,90,17,99,72,47,96,41,30,61,36,56,27,75,99,89,3,31,83,26,22,79,95,47,12,70,99,46,31,82,20,95,80,17,91,20,29,37,25,76,99,86,9,58,23,36,28,98,12,26,41,50,92,60,92,64,43,19,70,98,29,73,14,28,43,22,25,50,98,25,11,38,99,96,28,28,32,74,99,58,71,49,68,73,58,36,99,21,15,95,27,99,99,60,80,99,21,71,11,53,16,99,36,96,19,75,99,7,35,78,51,29,62,99,77,99,43,71,13,99,60,22,44,97,99,83,44,93,23,21,88,93,27,37,28,69,17,66,80,30,40,63,29,32,12,99,15,82,99,62,99,35,80,74,86,24,97,52,98,35,20,30,61,38,80,41,51,66,95,70,5,77,31,62
